Model,Query_ID,Language,Semantic_Type,MRR,P@5,P@10,Recall@10,Retrieved_Ids,Ground_Truth_Ids
BGE_M3,Q_018,Tagalog,Definitional,1.0,0.8,0.4,1.0,"[""PASSAGE_14518"", ""PASSAGE_03576"", ""PASSAGE_03577"", ""PASSAGE_03574"", ""PASSAGE_03575"", ""PASSAGE_14517"", ""PASSAGE_13477"", ""PASSAGE_14516"", ""PASSAGE_14514"", ""PASSAGE_03572""]","[""PASSAGE_14518"", ""PASSAGE_03576"", ""PASSAGE_03577"", ""PASSAGE_03574""]"
BGE_M3,Q_020,English,Case-Law,1.0,0.8,0.4,0.5714285714285714,"[""PASSAGE_16107"", ""PASSAGE_05937"", ""PASSAGE_17818"", ""PASSAGE_16106"", ""PASSAGE_19663"", ""PASSAGE_24081"", ""PASSAGE_22257"", ""PASSAGE_13232"", ""PASSAGE_24230"", ""PASSAGE_14876""]","[""PASSAGE_12460"", ""PASSAGE_16107"", ""PASSAGE_12459"", ""PASSAGE_05937"", ""PASSAGE_17818"", ""PASSAGE_14878"", ""PASSAGE_16106""]"
BGE_M3,Q_028,English,Case-Law,1.0,0.4,0.2,0.6666666666666666,"[""PASSAGE_18168"", ""PASSAGE_18171"", ""PASSAGE_18715"", ""PASSAGE_18744"", ""PASSAGE_09406"", ""PASSAGE_06425"", ""PASSAGE_11210"", ""PASSAGE_26404"", ""PASSAGE_18739"", ""PASSAGE_18164""]","[""PASSAGE_18171"", ""PASSAGE_18168"", ""PASSAGE_18160""]"
BGE_M3,Q_033,Tagalog,Case-Law,1.0,0.8,0.4,1.0,"[""PASSAGE_12307"", ""PASSAGE_12299"", ""PASSAGE_12298"", ""PASSAGE_22528"", ""PASSAGE_26220"", ""PASSAGE_12300"", ""PASSAGE_14894"", ""PASSAGE_22711"", ""PASSAGE_06986"", ""PASSAGE_14893""]","[""PASSAGE_12307"", ""PASSAGE_12299"", ""PASSAGE_12298"", ""PASSAGE_22528""]"
BGE_M3,Q_044,English,Case-Law,1.0,1.0,0.5,0.5,"[""PASSAGE_05544"", ""PASSAGE_05546"", ""PASSAGE_08162"", ""PASSAGE_26219"", ""PASSAGE_04558"", ""PASSAGE_14612"", ""PASSAGE_08160"", ""PASSAGE_08161"", ""PASSAGE_05545"", ""PASSAGE_04559""]","[""PASSAGE_04558"", ""PASSAGE_05544"", ""PASSAGE_26198"", ""PASSAGE_26203"", ""PASSAGE_05546"", ""PASSAGE_26205"", ""PASSAGE_08162"", ""PASSAGE_26225"", ""PASSAGE_26219"", ""PASSAGE_28860""]"
BGE_M3,Q_045,Tagalog,Case-Law,1.0,0.2,0.1,0.5,"[""PASSAGE_03566"", ""PASSAGE_13081"", ""PASSAGE_16913"", ""PASSAGE_12903"", ""PASSAGE_27588"", ""PASSAGE_04365"", ""PASSAGE_12902"", ""PASSAGE_12908"", ""PASSAGE_15598"", ""PASSAGE_11890""]","[""PASSAGE_27670"", ""PASSAGE_03566""]"
BGE_M3,Q_051,Tagalog,Case-Law,1.0,0.6,0.3,1.0,"[""PASSAGE_27363"", ""PASSAGE_07921"", ""PASSAGE_27361"", ""PASSAGE_27365"", ""PASSAGE_12005"", ""PASSAGE_25113"", ""PASSAGE_13018"", ""PASSAGE_08667"", ""PASSAGE_27366"", ""PASSAGE_13004""]","[""PASSAGE_27363"", ""PASSAGE_27361"", ""PASSAGE_27365""]"
BGE_M3,Q_064,Tagalog,Case-Law,1.0,0.6,0.3,1.0,"[""PASSAGE_25118"", ""PASSAGE_25151"", ""PASSAGE_25196"", ""PASSAGE_21804"", ""PASSAGE_21780"", ""PASSAGE_25119"", ""PASSAGE_04018"", ""PASSAGE_16494"", ""PASSAGE_12551"", ""PASSAGE_25150""]","[""PASSAGE_25118"", ""PASSAGE_25151"", ""PASSAGE_25196""]"
BGE_M3,Q_068,Tagalog,Case-Law,1.0,0.8,0.4,0.6666666666666666,"[""PASSAGE_10510"", ""PASSAGE_24229"", ""PASSAGE_13795"", ""PASSAGE_09976"", ""PASSAGE_13204"", ""PASSAGE_14681"", ""PASSAGE_08188"", ""PASSAGE_09969"", ""PASSAGE_07775"", ""PASSAGE_05943""]","[""PASSAGE_10510"", ""PASSAGE_09970"", ""PASSAGE_24229"", ""PASSAGE_14691"", ""PASSAGE_13795"", ""PASSAGE_09976""]"
BGE_M3,Q_069,Tagalog,Definitional,1.0,0.8,0.4,0.6666666666666666,"[""PASSAGE_15431"", ""PASSAGE_06431"", ""PASSAGE_17490"", ""PASSAGE_07923"", ""PASSAGE_07924"", ""PASSAGE_09091"", ""PASSAGE_07916"", ""PASSAGE_18525"", ""PASSAGE_12481"", ""PASSAGE_05061""]","[""PASSAGE_15431"", ""PASSAGE_06431"", ""PASSAGE_07923"", ""PASSAGE_11687"", ""PASSAGE_17490"", ""PASSAGE_27669""]"
BGE_M3,Q_071,Tagalog,Definitional,0.3333333333333333,0.2,0.1,0.5,"[""PASSAGE_07019"", ""PASSAGE_24915"", ""PASSAGE_05509"", ""PASSAGE_22631"", ""PASSAGE_19805"", ""PASSAGE_05508"", ""PASSAGE_16913"", ""PASSAGE_27547"", ""PASSAGE_24703"", ""PASSAGE_11696""]","[""PASSAGE_27670"", ""PASSAGE_05509""]"
BGE_M3,Q_079,Tagalog,Case-Law,1.0,0.6,0.3,1.0,"[""PASSAGE_13117"", ""PASSAGE_12551"", ""PASSAGE_13091"", ""PASSAGE_13084"", ""PASSAGE_09579"", ""PASSAGE_13075"", ""PASSAGE_13079"", ""PASSAGE_13082"", ""PASSAGE_12548"", ""PASSAGE_13118""]","[""PASSAGE_13117"", ""PASSAGE_13091"", ""PASSAGE_13084""]"
BGE_M3,Q_080,Tagalog,Procedural,1.0,0.4,0.2,0.6666666666666666,"[""PASSAGE_14870"", ""PASSAGE_08226"", ""PASSAGE_17474"", ""PASSAGE_13738"", ""PASSAGE_23512"", ""PASSAGE_26794"", ""PASSAGE_23362"", ""PASSAGE_04569"", ""PASSAGE_23368"", ""PASSAGE_09525""]","[""PASSAGE_14870"", ""PASSAGE_16774"", ""PASSAGE_13738""]"
BGE_M3,Q_088,Tagalog,Case-Law,0.25,0.2,0.1,1.0,"[""PASSAGE_14292"", ""PASSAGE_04246"", ""PASSAGE_04251"", ""PASSAGE_04252"", ""PASSAGE_21362"", ""PASSAGE_17467"", ""PASSAGE_04245"", ""PASSAGE_25961"", ""PASSAGE_04250"", ""PASSAGE_17469""]","[""PASSAGE_04252""]"
BGE_M3,Q_092,English,Definitional,1.0,0.6,0.3,0.5,"[""PASSAGE_23193"", ""PASSAGE_22771"", ""PASSAGE_09229"", ""PASSAGE_24928"", ""PASSAGE_22466"", ""PASSAGE_22471"", ""PASSAGE_12794"", ""PASSAGE_23622"", ""PASSAGE_22472"", ""PASSAGE_23617""]","[""PASSAGE_23193"", ""PASSAGE_23100"", ""PASSAGE_22748"", ""PASSAGE_08944"", ""PASSAGE_09229"", ""PASSAGE_24928""]"
BGE_M3,Q_103,English,Definitional,1.0,0.6,0.3,0.5,"[""PASSAGE_23171"", ""PASSAGE_09913"", ""PASSAGE_23145"", ""PASSAGE_09224"", ""PASSAGE_23630"", ""PASSAGE_23150"", ""PASSAGE_23173"", ""PASSAGE_23256"", ""PASSAGE_23271"", ""PASSAGE_23176""]","[""PASSAGE_23306"", ""PASSAGE_23171"", ""PASSAGE_23290"", ""PASSAGE_09913"", ""PASSAGE_23142"", ""PASSAGE_09224""]"
BGE_M3,Q_108,English,Definitional,0.5,0.6,0.3,0.75,"[""PASSAGE_18676"", ""PASSAGE_12520"", ""PASSAGE_21622"", ""PASSAGE_12508"", ""PASSAGE_24880"", ""PASSAGE_12507"", ""PASSAGE_15513"", ""PASSAGE_21629"", ""PASSAGE_21621"", ""PASSAGE_15117""]","[""PASSAGE_14312"", ""PASSAGE_12520"", ""PASSAGE_21622"", ""PASSAGE_12508""]"
BGE_M3,Q_114,English,Procedural,1.0,0.8,0.4,0.5714285714285714,"[""PASSAGE_16598"", ""PASSAGE_23782"", ""PASSAGE_16597"", ""PASSAGE_09093"", ""PASSAGE_25179"", ""PASSAGE_06949"", ""PASSAGE_15091"", ""PASSAGE_25026"", ""PASSAGE_22482"", ""PASSAGE_22481""]","[""PASSAGE_16598"", ""PASSAGE_15433"", ""PASSAGE_23782"", ""PASSAGE_09419"", ""PASSAGE_16597"", ""PASSAGE_15435"", ""PASSAGE_09093""]"
BGE_M3,Q_116,Tagalog,Case-Law,1.0,0.8,0.4,0.6666666666666666,"[""PASSAGE_02240"", ""PASSAGE_02243"", ""PASSAGE_02242"", ""PASSAGE_02241"", ""PASSAGE_13075"", ""PASSAGE_26220"", ""PASSAGE_22528"", ""PASSAGE_22711"", ""PASSAGE_21530"", ""PASSAGE_22710""]","[""PASSAGE_02239"", ""PASSAGE_02240"", ""PASSAGE_02241"", ""PASSAGE_02243"", ""PASSAGE_08837"", ""PASSAGE_02242""]"
BGE_M3,Q_138,Tagalog,Case-Law,0.5,0.2,0.1,1.0,"[""PASSAGE_16617"", ""PASSAGE_04796"", ""PASSAGE_23240"", ""PASSAGE_16812"", ""PASSAGE_23623"", ""PASSAGE_23861"", ""PASSAGE_16452"", ""PASSAGE_05600"", ""PASSAGE_16618"", ""PASSAGE_17058""]","[""PASSAGE_04796""]"
BGE_M3,Q_139,Tagalog,Case-Law,1.0,0.2,0.1,1.0,"[""PASSAGE_12551"", ""PASSAGE_13117"", ""PASSAGE_13081"", ""PASSAGE_13085"", ""PASSAGE_26518"", ""PASSAGE_12550"", ""PASSAGE_09579"", ""PASSAGE_13079"", ""PASSAGE_13083"", ""PASSAGE_26522""]","[""PASSAGE_12551""]"
BGE_M3,Q_153,Tagalog,Case-Law,0.25,0.2,0.1,1.0,"[""PASSAGE_10451"", ""PASSAGE_15542"", ""PASSAGE_10102"", ""PASSAGE_12636"", ""PASSAGE_09406"", ""PASSAGE_17048"", ""PASSAGE_22701"", ""PASSAGE_14731"", ""PASSAGE_15088"", ""PASSAGE_07689""]","[""PASSAGE_12636""]"
BGE_M3,Q_158,English,Case-Law,1.0,0.4,0.2,0.6666666666666666,"[""PASSAGE_09146"", ""PASSAGE_22074"", ""PASSAGE_09222"", ""PASSAGE_23144"", ""PASSAGE_03892"", ""PASSAGE_03514"", ""PASSAGE_15542"", ""PASSAGE_04297"", ""PASSAGE_12973"", ""PASSAGE_04298""]","[""PASSAGE_09146"", ""PASSAGE_07100"", ""PASSAGE_09222""]"
BGE_M3,Q_164,Tagalog,Procedural,0.0,0.0,0.0,0.0,"[""PASSAGE_09579"", ""PASSAGE_17470"", ""PASSAGE_09582"", ""PASSAGE_12902"", ""PASSAGE_17469"", ""PASSAGE_09580"", ""PASSAGE_07990"", ""PASSAGE_22468"", ""PASSAGE_26530"", ""PASSAGE_12340""]","[""PASSAGE_27670"", ""PASSAGE_16773"", ""PASSAGE_10232"", ""PASSAGE_27669""]"
BGE_M3,Q_167,Tagalog,Definitional,1.0,0.4,0.2,1.0,"[""PASSAGE_04796"", ""PASSAGE_07618"", ""PASSAGE_23861"", ""PASSAGE_04795"", ""PASSAGE_10237"", ""PASSAGE_23619"", ""PASSAGE_04791"", ""PASSAGE_06959"", ""PASSAGE_17058"", ""PASSAGE_05598""]","[""PASSAGE_04796"", ""PASSAGE_23861""]"
BGE_M3,Q_173,Tagalog,Definitional,1.0,0.8,0.4,0.5,"[""PASSAGE_13382"", ""PASSAGE_16656"", ""PASSAGE_26776"", ""PASSAGE_11055"", ""PASSAGE_16659"", ""PASSAGE_24827"", ""PASSAGE_19625"", ""PASSAGE_09054"", ""PASSAGE_11688"", ""PASSAGE_16049""]","[""PASSAGE_04600"", ""PASSAGE_13382"", ""PASSAGE_20049"", ""PASSAGE_16656"", ""PASSAGE_12276"", ""PASSAGE_26776"", ""PASSAGE_08979"", ""PASSAGE_11055""]"
BGE_M3,Q_178,Tagalog,Procedural,1.0,0.4,0.2,0.4,"[""PASSAGE_22180"", ""PASSAGE_13450"", ""PASSAGE_13452"", ""PASSAGE_19609"", ""PASSAGE_13355"", ""PASSAGE_10147"", ""PASSAGE_10144"", ""PASSAGE_18912"", ""PASSAGE_13505"", ""PASSAGE_21440""]","[""PASSAGE_22180"", ""PASSAGE_08660"", ""PASSAGE_11148"", ""PASSAGE_19609"", ""PASSAGE_08661""]"
