Model,Query_ID,Language,Semantic_Type,MRR,P@5,P@10,Recall@10,Retrieved_Ids,Ground_Truth_Ids
BGE_M3,Q_020,English,Case-Law,1.0,0.2,0.1,0.14285714285714285,"[""PASSAGE_05937"", ""PASSAGE_07974"", ""PASSAGE_21792"", ""PASSAGE_03556"", ""PASSAGE_15523"", ""PASSAGE_17178"", ""PASSAGE_17179"", ""PASSAGE_04237"", ""PASSAGE_06749"", ""PASSAGE_05660""]","[""PASSAGE_12460"", ""PASSAGE_16107"", ""PASSAGE_12459"", ""PASSAGE_05937"", ""PASSAGE_17818"", ""PASSAGE_14878"", ""PASSAGE_16106""]"
BGE_M3,Q_028,English,Case-Law,0.3333333333333333,0.2,0.1,0.3333333333333333,"[""PASSAGE_18744"", ""PASSAGE_18737"", ""PASSAGE_18171"", ""PASSAGE_18739"", ""PASSAGE_27216"", ""PASSAGE_27403"", ""PASSAGE_18738"", ""PASSAGE_15755"", ""PASSAGE_21637"", ""PASSAGE_26206""]","[""PASSAGE_18171"", ""PASSAGE_18168"", ""PASSAGE_18160""]"
BGE_M3,Q_033,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_02242"", ""PASSAGE_02241"", ""PASSAGE_02240"", ""PASSAGE_01612"", ""PASSAGE_19577"", ""PASSAGE_07632"", ""PASSAGE_19320"", ""PASSAGE_17646"", ""PASSAGE_11111"", ""PASSAGE_13081""]","[""PASSAGE_12307"", ""PASSAGE_12299"", ""PASSAGE_12298"", ""PASSAGE_22528""]"
BGE_M3,Q_044,English,Case-Law,0.3333333333333333,0.6,0.4,0.4,"[""PASSAGE_03226"", ""PASSAGE_08161"", ""PASSAGE_05544"", ""PASSAGE_05546"", ""PASSAGE_08162"", ""PASSAGE_28860"", ""PASSAGE_26217"", ""PASSAGE_03214"", ""PASSAGE_03219"", ""PASSAGE_14621""]","[""PASSAGE_04558"", ""PASSAGE_05544"", ""PASSAGE_26198"", ""PASSAGE_26203"", ""PASSAGE_05546"", ""PASSAGE_26205"", ""PASSAGE_08162"", ""PASSAGE_26225"", ""PASSAGE_26219"", ""PASSAGE_28860""]"
BGE_M3,Q_045,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_13081"", ""PASSAGE_13084"", ""PASSAGE_03565"", ""PASSAGE_04753"", ""PASSAGE_13117"", ""PASSAGE_11336"", ""PASSAGE_12591"", ""PASSAGE_16325"", ""PASSAGE_13114"", ""PASSAGE_13109""]","[""PASSAGE_27670"", ""PASSAGE_03566""]"
BGE_M3,Q_051,Tagalog,Case-Law,1.0,0.4,0.2,0.6666666666666666,"[""PASSAGE_27363"", ""PASSAGE_27365"", ""PASSAGE_07921"", ""PASSAGE_27364"", ""PASSAGE_14854"", ""PASSAGE_25114"", ""PASSAGE_14857"", ""PASSAGE_14852"", ""PASSAGE_25113"", ""PASSAGE_12005""]","[""PASSAGE_27363"", ""PASSAGE_27361"", ""PASSAGE_27365""]"
BGE_M3,Q_064,Tagalog,Case-Law,0.1111111111111111,0.0,0.1,0.3333333333333333,"[""PASSAGE_21780"", ""PASSAGE_21778"", ""PASSAGE_21773"", ""PASSAGE_21813"", ""PASSAGE_12551"", ""PASSAGE_21781"", ""PASSAGE_21783"", ""PASSAGE_21804"", ""PASSAGE_25151"", ""PASSAGE_22906""]","[""PASSAGE_25118"", ""PASSAGE_25151"", ""PASSAGE_25196""]"
BGE_M3,Q_068,Tagalog,Case-Law,0.3333333333333333,0.2,0.1,0.16666666666666666,"[""PASSAGE_07775"", ""PASSAGE_09969"", ""PASSAGE_09976"", ""PASSAGE_13204"", ""PASSAGE_14681"", ""PASSAGE_17178"", ""PASSAGE_05937"", ""PASSAGE_26415"", ""PASSAGE_10034"", ""PASSAGE_05660""]","[""PASSAGE_10510"", ""PASSAGE_09970"", ""PASSAGE_24229"", ""PASSAGE_14691"", ""PASSAGE_13795"", ""PASSAGE_09976""]"
BGE_M3,Q_069,Tagalog,Definitional,1.0,0.6,0.4,0.6666666666666666,"[""PASSAGE_15431"", ""PASSAGE_10319"", ""PASSAGE_07923"", ""PASSAGE_07924"", ""PASSAGE_06431"", ""PASSAGE_27591"", ""PASSAGE_17490"", ""PASSAGE_05061"", ""PASSAGE_12484"", ""PASSAGE_15430""]","[""PASSAGE_15431"", ""PASSAGE_06431"", ""PASSAGE_07923"", ""PASSAGE_11687"", ""PASSAGE_17490"", ""PASSAGE_27669""]"
BGE_M3,Q_071,Tagalog,Definitional,0.2,0.2,0.1,0.5,"[""PASSAGE_07019"", ""PASSAGE_11696"", ""PASSAGE_24915"", ""PASSAGE_07021"", ""PASSAGE_05509"", ""PASSAGE_07018"", ""PASSAGE_24702"", ""PASSAGE_22631"", ""PASSAGE_19806"", ""PASSAGE_12889""]","[""PASSAGE_27670"", ""PASSAGE_05509""]"
BGE_M3,Q_079,Tagalog,Case-Law,0.5,0.2,0.1,0.3333333333333333,"[""PASSAGE_12551"", ""PASSAGE_13117"", ""PASSAGE_21826"", ""PASSAGE_21816"", ""PASSAGE_04027"", ""PASSAGE_12550"", ""PASSAGE_25242"", ""PASSAGE_00170"", ""PASSAGE_01468"", ""PASSAGE_03781""]","[""PASSAGE_13117"", ""PASSAGE_13091"", ""PASSAGE_13084""]"
BGE_M3,Q_080,Tagalog,Procedural,0.0,0.0,0.0,0.0,"[""PASSAGE_23562"", ""PASSAGE_23566"", ""PASSAGE_00009"", ""PASSAGE_02544"", ""PASSAGE_17030"", ""PASSAGE_00910"", ""PASSAGE_14664"", ""PASSAGE_22159"", ""PASSAGE_03348"", ""PASSAGE_27742""]","[""PASSAGE_14870"", ""PASSAGE_16774"", ""PASSAGE_13738""]"
BGE_M3,Q_088,Tagalog,Case-Law,0.25,0.2,0.1,1.0,"[""PASSAGE_04253"", ""PASSAGE_14292"", ""PASSAGE_24349"", ""PASSAGE_04252"", ""PASSAGE_04254"", ""PASSAGE_23935"", ""PASSAGE_02091"", ""PASSAGE_13041"", ""PASSAGE_02090"", ""PASSAGE_04245""]","[""PASSAGE_04252""]"
BGE_M3,Q_092,English,Definitional,1.0,0.2,0.1,0.16666666666666666,"[""PASSAGE_23193"", ""PASSAGE_09224"", ""PASSAGE_23116"", ""PASSAGE_23177"", ""PASSAGE_23125"", ""PASSAGE_09225"", ""PASSAGE_23099"", ""PASSAGE_07743"", ""PASSAGE_23630"", ""PASSAGE_23048""]","[""PASSAGE_23193"", ""PASSAGE_23100"", ""PASSAGE_22748"", ""PASSAGE_08944"", ""PASSAGE_09229"", ""PASSAGE_24928""]"
BGE_M3,Q_103,English,Definitional,0.3333333333333333,0.2,0.1,0.16666666666666666,"[""PASSAGE_23145"", ""PASSAGE_23096"", ""PASSAGE_09224"", ""PASSAGE_22755"", ""PASSAGE_23271"", ""PASSAGE_23048"", ""PASSAGE_23102"", ""PASSAGE_23256"", ""PASSAGE_23176"", ""PASSAGE_23150""]","[""PASSAGE_23306"", ""PASSAGE_23171"", ""PASSAGE_23290"", ""PASSAGE_09913"", ""PASSAGE_23142"", ""PASSAGE_09224""]"
BGE_M3,Q_108,English,Definitional,0.3333333333333333,0.2,0.2,0.5,"[""PASSAGE_18676"", ""PASSAGE_15513"", ""PASSAGE_21622"", ""PASSAGE_21629"", ""PASSAGE_21621"", ""PASSAGE_24880"", ""PASSAGE_12520"", ""PASSAGE_15512"", ""PASSAGE_24881"", ""PASSAGE_18962""]","[""PASSAGE_14312"", ""PASSAGE_12520"", ""PASSAGE_21622"", ""PASSAGE_12508""]"
BGE_M3,Q_114,English,Procedural,1.0,0.4,0.4,0.5714285714285714,"[""PASSAGE_16598"", ""PASSAGE_22482"", ""PASSAGE_23782"", ""PASSAGE_25026"", ""PASSAGE_18902"", ""PASSAGE_16597"", ""PASSAGE_09093"", ""PASSAGE_06233"", ""PASSAGE_06950"", ""PASSAGE_15091""]","[""PASSAGE_16598"", ""PASSAGE_15433"", ""PASSAGE_23782"", ""PASSAGE_09419"", ""PASSAGE_16597"", ""PASSAGE_15435"", ""PASSAGE_09093""]"
BGE_M3,Q_116,Tagalog,Case-Law,1.0,0.6,0.4,0.6666666666666666,"[""PASSAGE_02241"", ""PASSAGE_02242"", ""PASSAGE_13086"", ""PASSAGE_13087"", ""PASSAGE_02240"", ""PASSAGE_02239"", ""PASSAGE_17634"", ""PASSAGE_13081"", ""PASSAGE_11196"", ""PASSAGE_17645""]","[""PASSAGE_02239"", ""PASSAGE_02240"", ""PASSAGE_02241"", ""PASSAGE_02243"", ""PASSAGE_08837"", ""PASSAGE_02242""]"
BGE_M3,Q_138,Tagalog,Case-Law,1.0,0.2,0.1,1.0,"[""PASSAGE_04796"", ""PASSAGE_04823"", ""PASSAGE_24350"", ""PASSAGE_18327"", ""PASSAGE_12789"", ""PASSAGE_23082"", ""PASSAGE_14903"", ""PASSAGE_23093"", ""PASSAGE_06970"", ""PASSAGE_05694""]","[""PASSAGE_04796""]"
BGE_M3,Q_139,Tagalog,Case-Law,1.0,0.2,0.1,1.0,"[""PASSAGE_12551"", ""PASSAGE_21796"", ""PASSAGE_13041"", ""PASSAGE_12550"", ""PASSAGE_02271"", ""PASSAGE_24349"", ""PASSAGE_21797"", ""PASSAGE_21832"", ""PASSAGE_00670"", ""PASSAGE_21795""]","[""PASSAGE_12551""]"
BGE_M3,Q_153,Tagalog,Case-Law,0.0,0.0,0.0,0.0,"[""PASSAGE_11199"", ""PASSAGE_04609"", ""PASSAGE_15542"", ""PASSAGE_11770"", ""PASSAGE_17048"", ""PASSAGE_12307"", ""PASSAGE_16376"", ""PASSAGE_21585"", ""PASSAGE_27520"", ""PASSAGE_16807""]","[""PASSAGE_12636""]"
BGE_M3,Q_158,English,Case-Law,0.2,0.2,0.1,0.3333333333333333,"[""PASSAGE_06863"", ""PASSAGE_15542"", ""PASSAGE_03882"", ""PASSAGE_24429"", ""PASSAGE_09146"", ""PASSAGE_22074"", ""PASSAGE_23143"", ""PASSAGE_03881"", ""PASSAGE_03867"", ""PASSAGE_23144""]","[""PASSAGE_09146"", ""PASSAGE_07100"", ""PASSAGE_09222""]"
BGE_M3,Q_164,Tagalog,Procedural,0.0,0.0,0.0,0.0,"[""PASSAGE_01033"", ""PASSAGE_09579"", ""PASSAGE_09583"", ""PASSAGE_02049"", ""PASSAGE_03534"", ""PASSAGE_03909"", ""PASSAGE_08273"", ""PASSAGE_09580"", ""PASSAGE_04700"", ""PASSAGE_00583""]","[""PASSAGE_27670"", ""PASSAGE_16773"", ""PASSAGE_10232"", ""PASSAGE_27669""]"
BGE_M3,Q_167,Tagalog,Definitional,1.0,0.2,0.1,0.5,"[""PASSAGE_04796"", ""PASSAGE_16547"", ""PASSAGE_22075"", ""PASSAGE_02239"", ""PASSAGE_07100"", ""PASSAGE_01020"", ""PASSAGE_23093"", ""PASSAGE_07618"", ""PASSAGE_02240"", ""PASSAGE_28747""]","[""PASSAGE_04796"", ""PASSAGE_23861""]"
BGE_M3,Q_173,Tagalog,Definitional,0.3333333333333333,0.2,0.2,0.25,"[""PASSAGE_11688"", ""PASSAGE_19116"", ""PASSAGE_16656"", ""PASSAGE_27302"", ""PASSAGE_25191"", ""PASSAGE_11669"", ""PASSAGE_08478"", ""PASSAGE_11670"", ""PASSAGE_26776"", ""PASSAGE_26158""]","[""PASSAGE_04600"", ""PASSAGE_13382"", ""PASSAGE_20049"", ""PASSAGE_16656"", ""PASSAGE_12276"", ""PASSAGE_26776"", ""PASSAGE_08979"", ""PASSAGE_11055""]"
BGE_M3,Q_178,Tagalog,Procedural,1.0,0.2,0.1,0.2,"[""PASSAGE_22180"", ""PASSAGE_22176"", ""PASSAGE_13355"", ""PASSAGE_10147"", ""PASSAGE_11695"", ""PASSAGE_18912"", ""PASSAGE_17684"", ""PASSAGE_22186"", ""PASSAGE_22181"", ""PASSAGE_10874""]","[""PASSAGE_22180"", ""PASSAGE_08660"", ""PASSAGE_11148"", ""PASSAGE_19609"", ""PASSAGE_08661""]"
